invoiceno,customer_id,transaction_time,country,transaction_amount,total_quantity,unique_products,line_count,is_return,transaction_hour,is_night_transaction,is_unknown_customer,customer_avg_amount,customer_std_amount,customer_transaction_count,previous_transaction_time,minutes_since_previous_transaction,high_amount_flag,high_quantity_flag,rapid_transaction_flag,amount_deviation_flag,risk_score,risk_level,is_suspicious,risk_reason
C575223,12472.0,2011-11-09 11:33:00,Germany,1.65,1,1,1,1,11,0,0,531.9030769230769,576.6311599047324,13,2011-11-08 12:39:00,1374.0,0,0,0,0,0,low,0,no major risk indicator
555162,12473.0,2011-06-01 10:15:00,Germany,661.6899999999999,532,34,34,0,10,0,0,557.5966666666667,588.2843413690356,9,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C555163,12473.0,2011-06-01 10:18:00,Germany,36.0,2,1,1,1,10,0,0,557.5966666666667,588.2843413690356,9,2011-06-01 10:15:00,3.0,0,0,1,0,25,medium,0,rapid repeat transaction
C555881,12473.0,2011-06-07 15:37:00,Germany,40.46,71,7,7,1,15,0,0,557.5966666666667,588.2843413690356,9,2011-06-01 10:18:00,8959.0,0,0,0,0,0,low,0,no major risk indicator
563540,12473.0,2011-08-17 12:04:00,Germany,514.06,321,30,30,0,12,0,0,557.5966666666667,588.2843413690356,9,2011-06-07 15:37:00,102027.0,0,0,0,0,0,low,0,no major risk indicator
571328,12473.0,2011-10-17 11:27:00,Germany,1697.98,1557,99,99,0,11,0,0,557.5966666666667,588.2843413690356,9,2011-08-17 12:04:00,87803.0,0,0,0,0,0,low,0,no major risk indicator
575632,12473.0,2011-11-10 13:44:00,Germany,1013.86,3,1,3,0,13,0,0,557.5966666666667,588.2843413690356,9,2011-10-17 11:27:00,34697.0,0,0,0,0,0,low,0,no major risk indicator
C575635,12473.0,2011-11-10 13:45:00,Germany,973.4000000000001,2,1,2,1,13,0,0,557.5966666666667,588.2843413690356,9,2011-11-10 13:44:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
575636,12473.0,2011-11-10 13:46:00,Germany,40.46,1,1,1,0,13,0,0,557.5966666666667,588.2843413690356,9,2011-11-10 13:45:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
C575638,12473.0,2011-11-10 13:48:00,Germany,40.46,1,1,1,1,13,0,0,557.5966666666667,588.2843413690356,9,2011-11-10 13:46:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
C537333,12474.0,2010-12-06 12:00:00,Germany,34.0,4,1,1,1,12,0,0,252.78033333333332,273.10887241087613,30,,999999.0,0,0,0,0,0,low,0,no major risk indicator
541125,12474.0,2011-01-14 10:06:00,Germany,47.5,11,2,2,0,10,0,0,252.78033333333332,273.10887241087613,30,2010-12-06 12:00:00,56046.0,0,0,0,0,0,low,0,no major risk indicator
541224,12474.0,2011-01-14 14:45:00,Germany,201.9,71,11,11,0,14,0,0,252.78033333333332,273.10887241087613,30,2011-01-14 10:06:00,279.0,0,0,0,0,0,low,0,no major risk indicator
542229,12474.0,2011-01-26 13:38:00,Germany,350.4,207,22,22,0,13,0,0,252.78033333333332,273.10887241087613,30,2011-01-14 14:45:00,17213.0,0,0,0,0,0,low,0,no major risk indicator
C543431,12474.0,2011-02-08 11:37:00,Germany,9.25,4,4,4,1,11,0,0,252.78033333333332,273.10887241087613,30,2011-01-26 13:38:00,18599.0,0,0,0,0,0,low,0,no major risk indicator
544996,12474.0,2011-02-25 11:53:00,Germany,287.58000000000004,124,13,13,0,11,0,0,252.78033333333332,273.10887241087613,30,2011-02-08 11:37:00,24496.0,0,0,0,0,0,low,0,no major risk indicator
547005,12474.0,2011-03-18 14:20:00,Germany,806.47,550,48,48,0,14,0,0,252.78033333333332,273.10887241087613,30,2011-02-25 11:53:00,30387.0,0,0,0,0,0,low,0,no major risk indicator
C547581,12474.0,2011-03-24 10:58:00,Germany,18.9,4,4,4,1,10,0,0,252.78033333333332,273.10887241087613,30,2011-03-18 14:20:00,8438.0,0,0,0,0,0,low,0,no major risk indicator
C547582,12474.0,2011-03-24 11:06:00,Germany,11.25,5,2,2,1,11,0,0,252.78033333333332,273.10887241087613,30,2011-03-24 10:58:00,8.0,0,0,1,0,25,medium,0,rapid repeat transaction
547934,12474.0,2011-03-28 14:07:00,Germany,257.2,157,17,17,0,14,0,0,252.78033333333332,273.10887241087613,30,2011-03-24 11:06:00,5941.0,0,0,0,0,0,low,0,no major risk indicator
C549019,12474.0,2011-04-05 15:22:00,Germany,21.55,7,5,5,1,15,0,0,252.78033333333332,273.10887241087613,30,2011-03-28 14:07:00,11595.0,0,0,0,0,0,low,0,no major risk indicator
553547,12474.0,2011-05-17 15:48:00,Germany,760.28,530,38,38,0,15,0,0,252.78033333333332,273.10887241087613,30,2011-04-05 15:22:00,60506.0,0,0,0,0,0,low,0,no major risk indicator
554263,12474.0,2011-05-23 12:32:00,Germany,7.800000000000001,12,1,1,0,12,0,0,252.78033333333332,273.10887241087613,30,2011-05-17 15:48:00,8444.0,0,0,0,0,0,low,0,no major risk indicator
C554266,12474.0,2011-05-23 12:48:00,Germany,22.759999999999998,10,5,5,1,12,0,0,252.78033333333332,273.10887241087613,30,2011-05-23 12:32:00,16.0,0,0,0,0,0,low,0,no major risk indicator
C554336,12474.0,2011-05-23 17:20:00,Germany,13.01,5,4,4,1,17,0,0,252.78033333333332,273.10887241087613,30,2011-05-23 12:48:00,272.0,0,0,0,0,0,low,0,no major risk indicator
557569,12474.0,2011-06-21 10:46:00,Germany,427.76,272,24,24,0,10,0,0,252.78033333333332,273.10887241087613,30,2011-05-23 17:20:00,41366.0,0,0,0,0,0,low,0,no major risk indicator
558109,12474.0,2011-06-26 15:36:00,Germany,44.25,15,1,1,0,15,0,0,252.78033333333332,273.10887241087613,30,2011-06-21 10:46:00,7490.0,0,0,0,0,0,low,0,no major risk indicator
559710,12474.0,2011-07-12 10:25:00,Germany,191.60000000000002,125,11,11,0,10,0,0,252.78033333333332,273.10887241087613,30,2011-06-26 15:36:00,22729.0,0,0,0,0,0,low,0,no major risk indicator
561094,12474.0,2011-07-25 10:04:00,Germany,513.64,410,33,33,0,10,0,0,252.78033333333332,273.10887241087613,30,2011-07-12 10:25:00,18699.0,0,0,0,0,0,low,0,no major risk indicator
C565085,12474.0,2011-09-01 09:40:00,Germany,17.9,2,1,1,1,9,0,0,252.78033333333332,273.10887241087613,30,2011-07-25 10:04:00,54696.0,0,0,0,0,0,low,0,no major risk indicator
565261,12474.0,2011-09-02 10:53:00,Germany,465.68,314,26,26,0,10,0,0,252.78033333333332,273.10887241087613,30,2011-09-01 09:40:00,1513.0,0,0,0,0,0,low,0,no major risk indicator
C567519,12474.0,2011-09-20 16:30:00,Germany,10.2,12,1,1,1,16,0,0,252.78033333333332,273.10887241087613,30,2011-09-02 10:53:00,26257.0,0,0,0,0,0,low,0,no major risk indicator
570640,12474.0,2011-10-11 12:38:00,Germany,522.36,254,30,30,0,12,0,0,252.78033333333332,273.10887241087613,30,2011-09-20 16:30:00,30008.0,0,0,0,0,0,low,0,no major risk indicator
571312,12474.0,2011-10-17 10:42:00,Germany,572.23,480,36,36,0,10,0,0,252.78033333333332,273.10887241087613,30,2011-10-11 12:38:00,8524.0,0,0,0,0,0,low,0,no major risk indicator
572061,12474.0,2011-10-20 12:53:00,Germany,740.41,554,45,45,0,12,0,0,252.78033333333332,273.10887241087613,30,2011-10-17 10:42:00,4451.0,0,0,0,0,0,low,0,no major risk indicator
C572488,12474.0,2011-10-24 13:57:00,Germany,38.449999999999996,15,3,3,1,13,0,0,252.78033333333332,273.10887241087613,30,2011-10-20 12:53:00,5824.0,0,0,0,0,0,low,0,no major risk indicator
C574061,12474.0,2011-11-02 14:18:00,Germany,51.0,12,1,1,1,14,0,0,252.78033333333332,273.10887241087613,30,2011-10-24 13:57:00,12981.0,0,0,0,0,0,low,0,no major risk indicator
576607,12474.0,2011-11-15 15:42:00,Germany,710.86,526,41,41,0,15,0,0,252.78033333333332,273.10887241087613,30,2011-11-02 14:18:00,18804.0,0,0,0,0,0,low,0,no major risk indicator
C576974,12474.0,2011-11-17 11:52:00,Germany,11.05,3,2,2,1,11,0,0,252.78033333333332,273.10887241087613,30,2011-11-15 15:42:00,2650.0,0,0,0,0,0,low,0,no major risk indicator
578043,12474.0,2011-11-22 14:39:00,Germany,416.17,221,23,23,0,14,0,0,252.78033333333332,273.10887241087613,30,2011-11-17 11:52:00,7367.0,0,0,0,0,0,low,0,no major risk indicator
571308,12475.0,2011-10-17 10:10:00,Germany,723.38,535,36,36,0,10,0,0,723.38,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C538642,12476.0,2010-12-13 14:37:00,Germany,12.45,2,2,2,1,14,0,0,354.313,487.15633258739433,20,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C538643,12476.0,2010-12-13 14:38:00,Germany,12.45,2,2,2,1,14,0,0,354.313,487.15633258739433,20,2010-12-13 14:37:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
538644,12476.0,2010-12-13 14:39:00,Germany,12.45,2,2,2,0,14,0,0,354.313,487.15633258739433,20,2010-12-13 14:38:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
542648,12476.0,2011-01-31 11:46:00,Germany,549.58,131,21,21,0,11,0,0,354.313,487.15633258739433,20,2010-12-13 14:39:00,70387.0,0,0,0,0,0,low,0,no major risk indicator
C543830,12476.0,2011-02-14 09:54:00,Germany,32.75,5,3,3,1,9,0,0,354.313,487.15633258739433,20,2011-01-31 11:46:00,20048.0,0,0,0,0,0,low,0,no major risk indicator
543833,12476.0,2011-02-14 10:24:00,Germany,160.2,47,8,8,0,10,0,0,354.313,487.15633258739433,20,2011-02-14 09:54:00,30.0,0,0,0,0,0,low,0,no major risk indicator
550527,12476.0,2011-04-19 10:48:00,Germany,1411.67,628,51,51,0,10,0,0,354.313,487.15633258739433,20,2011-02-14 10:24:00,92184.0,0,0,0,0,0,low,0,no major risk indicator
552008,12476.0,2011-05-05 17:13:00,Germany,311.2,20,3,3,0,17,0,0,354.313,487.15633258739433,20,2011-04-19 10:48:00,23425.0,0,0,0,0,0,low,0,no major risk indicator
C552043,12476.0,2011-05-06 09:07:00,Germany,5.1,2,1,1,1,9,0,0,354.313,487.15633258739433,20,2011-05-05 17:13:00,954.0,0,0,0,0,0,low,0,no major risk indicator
C553924,12476.0,2011-05-20 09:34:00,Germany,29.9,2,2,2,1,9,0,0,354.313,487.15633258739433,20,2011-05-06 09:07:00,20187.0,0,0,0,0,0,low,0,no major risk indicator
560901,12476.0,2011-07-21 17:39:00,Germany,746.5699999999999,304,32,32,0,17,0,0,354.313,487.15633258739433,20,2011-05-20 09:34:00,89765.0,0,0,0,0,0,low,0,no major risk indicator
C562281,12476.0,2011-08-04 10:36:00,Germany,38.050000000000004,10,5,5,1,10,0,0,354.313,487.15633258739433,20,2011-07-21 17:39:00,19737.0,0,0,0,0,0,low,0,no major risk indicator
C566986,12476.0,2011-09-16 10:47:00,Germany,0.79,1,1,1,1,10,0,0,354.313,487.15633258739433,20,2011-08-04 10:36:00,61931.0,0,0,0,0,0,low,0,no major risk indicator
566987,12476.0,2011-09-16 10:56:00,Germany,533.6,185,13,13,0,10,0,0,354.313,487.15633258739433,20,2011-09-16 10:47:00,9.0,0,0,1,0,25,medium,0,rapid repeat transaction
572559,12476.0,2011-10-25 08:44:00,Germany,448.88,292,23,23,0,8,0,0,354.313,487.15633258739433,20,2011-09-16 10:56:00,56028.0,0,0,0,0,0,low,0,no major risk indicator
572560,12476.0,2011-10-25 08:45:00,Germany,648.28,136,11,11,0,8,0,0,354.313,487.15633258739433,20,2011-10-25 08:44:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
C576183,12476.0,2011-11-14 11:23:00,Germany,39.599999999999994,24,2,2,1,11,0,0,354.313,487.15633258739433,20,2011-10-25 08:45:00,28958.0,0,0,0,0,0,low,0,no major risk indicator
576327,12476.0,2011-11-14 15:19:00,Germany,243.53,72,10,10,0,15,0,0,354.313,487.15633258739433,20,2011-11-14 11:23:00,236.0,0,0,0,0,0,low,0,no major risk indicator
578472,12476.0,2011-11-24 12:40:00,Germany,1750.46,591,58,59,0,12,0,0,354.313,487.15633258739433,20,2011-11-14 15:19:00,14241.0,0,0,0,0,0,low,0,no major risk indicator
C581409,12476.0,2011-12-08 14:08:00,Germany,98.75,23,13,13,1,14,0,0,354.313,487.15633258739433,20,2011-11-24 12:40:00,20248.0,0,0,0,0,0,low,0,no major risk indicator
C542798,12477.0,2011-02-01 11:09:00,Germany,4.199999999999999,2,2,2,1,11,0,0,1480.2744444444443,1406.6329827651482,9,,999999.0,0,0,0,0,0,low,0,no major risk indicator
543737,12477.0,2011-02-11 12:45:00,Germany,2355.9500000000003,639,52,52,0,12,0,0,1480.2744444444443,1406.6329827651482,9,2011-02-01 11:09:00,14496.0,0,0,0,0,0,low,0,no major risk indicator
550137,12477.0,2011-04-14 13:59:00,Germany,2221.02,728,57,57,0,13,0,0,1480.2744444444443,1406.6329827651482,9,2011-02-11 12:45:00,89354.0,0,0,0,0,0,low,0,no major risk indicator
C564142,12477.0,2011-08-23 11:49:00,Germany,5.35,3,3,3,1,11,0,0,1480.2744444444443,1406.6329827651482,9,2011-04-14 13:59:00,188510.0,0,0,0,0,0,low,0,no major risk indicator
564856,12477.0,2011-08-31 09:11:00,Germany,4257.0599999999995,1151,90,90,0,9,0,0,1480.2744444444443,1406.6329827651482,9,2011-08-23 11:49:00,11362.0,0,0,0,0,0,low,0,no major risk indicator
C566090,12477.0,2011-09-09 10:32:00,Germany,93.17999999999999,28,3,3,1,10,0,0,1480.2744444444443,1406.6329827651482,9,2011-08-31 09:11:00,13041.0,0,0,0,0,0,low,0,no major risk indicator
570002,12477.0,2011-10-07 09:16:00,Germany,1059.24,346,24,24,0,9,0,0,1480.2744444444443,1406.6329827651482,9,2011-09-09 10:32:00,40244.0,0,0,0,0,0,low,0,no major risk indicator
571227,12477.0,2011-10-14 13:54:00,Germany,1288.78,316,32,32,0,13,0,0,1480.2744444444443,1406.6329827651482,9,2011-10-07 09:16:00,10358.0,0,0,0,0,0,low,0,no major risk indicator
576910,12477.0,2011-11-17 09:51:00,Germany,2037.69,473,45,45,0,9,0,0,1480.2744444444443,1406.6329827651482,9,2011-10-14 13:54:00,48717.0,0,0,0,0,0,low,0,no major risk indicator
580752,12478.0,2011-12-06 09:56:00,Greece,680.99,236,36,36,0,9,0,0,680.99,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
579152,12479.0,2011-11-28 13:26:00,Germany,527.2,385,31,31,0,13,0,0,192.36666666666667,290.1482781843335,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C580714,12479.0,2011-12-05 16:39:00,Germany,14.9,6,2,2,1,16,0,0,192.36666666666667,290.1482781843335,3,2011-11-28 13:26:00,10273.0,0,0,0,0,0,low,0,no major risk indicator
C580740,12479.0,2011-12-06 09:25:00,Germany,35.0,28,2,2,1,9,0,0,192.36666666666667,290.1482781843335,3,2011-12-05 16:39:00,1006.0,0,0,0,0,0,low,0,no major risk indicator
540480,12480.0,2011-01-07 15:27:00,Germany,816.25,367,42,42,0,15,0,0,820.4075,239.10279761014914,4,,999999.0,0,0,0,0,0,low,0,no major risk indicator
546851,12480.0,2011-03-17 13:23:00,Germany,771.02,395,35,35,0,13,0,0,820.4075,239.10279761014914,4,2011-01-07 15:27:00,99236.0,0,0,0,0,0,low,0,no major risk indicator
560569,12480.0,2011-07-19 14:04:00,Germany,557.6800000000001,334,37,37,0,14,0,0,820.4075,239.10279761014914,4,2011-03-17 13:23:00,178601.0,0,0,0,0,0,low,0,no major risk indicator
575896,12480.0,2011-11-11 14:52:00,Germany,1136.6799999999998,611,40,40,0,14,0,0,820.4075,239.10279761014914,4,2011-07-19 14:04:00,165648.0,0,0,0,0,0,low,0,no major risk indicator
537892,12481.0,2010-12-09 10:13:00,Germany,159.38,85,10,10,0,10,0,0,507.75272727272727,406.9839909404523,11,,999999.0,0,0,0,0,0,low,0,no major risk indicator
539636,12481.0,2010-12-20 15:15:00,Germany,631.96,234,12,12,0,15,0,0,507.75272727272727,406.9839909404523,11,2010-12-09 10:13:00,16142.0,0,0,0,0,0,low,0,no major risk indicator
540414,12481.0,2011-01-07 10:32:00,Germany,603.09,413,24,24,0,10,0,0,507.75272727272727,406.9839909404523,11,2010-12-20 15:15:00,25637.0,0,0,0,0,0,low,0,no major risk indicator
547925,12481.0,2011-03-28 13:57:00,Germany,602.86,425,28,28,0,13,0,0,507.75272727272727,406.9839909404523,11,2011-01-07 10:32:00,115405.0,0,0,0,0,0,low,0,no major risk indicator
547926,12481.0,2011-03-28 13:59:00,Germany,229.48,268,10,10,0,13,0,0,507.75272727272727,406.9839909404523,11,2011-03-28 13:57:00,2.0,0,0,1,0,25,medium,0,rapid repeat transaction
C549098,12481.0,2011-04-06 11:06:00,Germany,5.46,14,1,1,1,11,0,0,507.75272727272727,406.9839909404523,11,2011-03-28 13:59:00,12787.0,0,0,0,0,0,low,0,no major risk indicator
553731,12481.0,2011-05-19 08:26:00,Germany,722.46,419,36,36,0,8,0,0,507.75272727272727,406.9839909404523,11,2011-04-06 11:06:00,61760.0,0,0,0,0,0,low,0,no major risk indicator
553732,12481.0,2011-05-19 08:27:00,Germany,134.82,90,7,7,0,8,0,0,507.75272727272727,406.9839909404523,11,2011-05-19 08:26:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
556517,12481.0,2011-06-13 10:52:00,Germany,1001.21,417,29,29,0,10,0,0,507.75272727272727,406.9839909404523,11,2011-05-19 08:27:00,36145.0,0,0,0,0,0,low,0,no major risk indicator
569563,12481.0,2011-10-05 09:46:00,Germany,1307.76,790,48,48,0,9,0,0,507.75272727272727,406.9839909404523,11,2011-06-13 10:52:00,164094.0,0,0,0,0,0,low,0,no major risk indicator
576893,12481.0,2011-11-17 08:29:00,Germany,186.79999999999998,153,12,12,0,8,0,0,507.75272727272727,406.9839909404523,11,2011-10-05 09:46:00,61843.0,0,0,0,0,0,low,0,no major risk indicator
540040,12483.0,2011-01-04 14:20:00,Sweden,547.56,293,13,13,0,14,0,0,203.29461538461538,195.52041264342813,13,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C540057,12483.0,2011-01-04 14:29:00,Sweden,40.0,1,1,1,1,14,0,0,203.29461538461538,195.52041264342813,13,2011-01-04 14:20:00,9.0,0,0,1,0,25,medium,0,rapid repeat transaction
551278,12483.0,2011-04-27 13:13:00,Sweden,323.0,109,12,12,0,13,0,0,203.29461538461538,195.52041264342813,13,2011-01-04 14:29:00,162644.0,0,0,0,0,0,low,0,no major risk indicator
C551585,12483.0,2011-05-03 11:23:00,Sweden,8.5,2,1,1,1,11,0,0,203.29461538461538,195.52041264342813,13,2011-04-27 13:13:00,8530.0,0,0,0,0,0,low,0,no major risk indicator
C551864,12483.0,2011-05-04 16:18:00,Sweden,8.5,2,1,1,1,16,0,0,203.29461538461538,195.52041264342813,13,2011-05-03 11:23:00,1735.0,0,0,0,0,0,low,0,no major risk indicator
552717,12483.0,2011-05-11 09:42:00,Sweden,8.5,2,1,1,0,9,0,0,203.29461538461538,195.52041264342813,13,2011-05-04 16:18:00,9684.0,0,0,0,0,0,low,0,no major risk indicator
553674,12483.0,2011-05-18 12:50:00,Sweden,115.60000000000001,37,2,2,0,12,0,0,203.29461538461538,195.52041264342813,13,2011-05-11 09:42:00,10268.0,0,0,0,0,0,low,0,no major risk indicator
556194,12483.0,2011-06-09 12:20:00,Sweden,319.95,188,11,11,0,12,0,0,203.29461538461538,195.52041264342813,13,2011-05-18 12:50:00,31650.0,0,0,0,0,0,low,0,no major risk indicator
565287,12483.0,2011-09-02 11:42:00,Sweden,309.45,163,14,14,0,11,0,0,203.29461538461538,195.52041264342813,13,2011-06-09 12:20:00,122362.0,0,0,0,0,0,low,0,no major risk indicator
573333,12483.0,2011-10-30 11:34:00,Sweden,454.2,198,16,16,0,11,0,0,203.29461538461538,195.52041264342813,13,2011-09-02 11:42:00,83512.0,0,0,0,0,0,low,0,no major risk indicator
C575081,12483.0,2011-11-08 13:30:00,Sweden,20.85,6,2,2,1,13,0,0,203.29461538461538,195.52041264342813,13,2011-10-30 11:34:00,13076.0,0,0,0,0,0,low,0,no major risk indicator
578089,12483.0,2011-11-22 17:02:00,Sweden,406.72,120,6,6,0,17,0,0,203.29461538461538,195.52041264342813,13,2011-11-08 13:30:00,20372.0,0,0,0,0,0,low,0,no major risk indicator
C578090,12483.0,2011-11-22 17:03:00,Sweden,80.0,2,1,1,1,17,0,0,203.29461538461538,195.52041264342813,13,2011-11-22 17:02:00,1.0,0,0,1,0,25,medium,0,rapid repeat transaction
540469,12484.0,2011-01-07 14:04:00,Spain,1138.67,630,98,98,0,14,0,0,571.72125,546.5214005596148,8,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C545728,12484.0,2011-03-07 11:41:00,Spain,36.5,5,3,3,1,11,0,0,571.72125,546.5214005596148,8,2011-01-07 14:04:00,84817.0,0,0,0,0,0,low,0,no major risk indicator
557007,12484.0,2011-06-16 11:30:00,Spain,1137.99,424,61,61,0,11,0,0,571.72125,546.5214005596148,8,2011-03-07 11:41:00,145429.0,0,0,0,0,0,low,0,no major risk indicator
564734,12484.0,2011-08-28 13:32:00,Spain,1241.99,798,117,120,0,13,0,0,571.72125,546.5214005596148,8,2011-06-16 11:30:00,105242.0,0,0,0,0,0,low,0,no major risk indicator
564858,12484.0,2011-08-31 09:44:00,Spain,140.0,5,1,1,0,9,0,0,571.72125,546.5214005596148,8,2011-08-28 13:32:00,4092.0,0,0,0,0,0,low,0,no major risk indicator
C569370,12484.0,2011-10-03 15:41:00,Spain,9.95,1,1,1,1,15,0,0,571.72125,546.5214005596148,8,2011-08-31 09:44:00,47877.0,0,0,0,0,0,low,0,no major risk indicator
574550,12484.0,2011-11-04 15:18:00,Spain,728.67,325,55,62,0,15,0,0,571.72125,546.5214005596148,8,2011-10-03 15:41:00,46057.0,0,0,0,0,0,low,0,no major risk indicator
574838,12484.0,2011-11-07 11:37:00,Spain,140.0,5,1,1,0,11,0,0,571.72125,546.5214005596148,8,2011-11-04 15:18:00,4099.0,0,0,0,0,0,low,0,no major risk indicator
568137,12488.0,2011-09-25 10:34:00,France,553.39,169,21,21,0,10,0,0,432.8866666666667,189.83366570061628,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
573442,12488.0,2011-10-31 10:42:00,France,214.06,90,7,7,0,10,0,0,432.8866666666667,189.83366570061628,3,2011-09-25 10:34:00,51848.0,0,0,0,0,0,low,0,no major risk indicator
579529,12488.0,2011-11-30 08:50:00,France,531.21,270,27,27,0,8,0,0,432.8866666666667,189.83366570061628,3,2011-10-31 10:42:00,43088.0,0,0,0,0,0,low,0,no major risk indicator
540463,12489.0,2011-01-07 13:13:00,France,334.93,105,15,15,0,13,0,0,334.93,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
541120,12490.0,2011-01-14 09:13:00,France,864.22,548,43,43,0,9,0,0,541.793,233.69165601278962,10,,999999.0,0,0,0,0,0,low,0,no major risk indicator
552325,12490.0,2011-05-09 09:47:00,France,331.5,164,17,17,0,9,0,0,541.793,233.69165601278962,10,2011-01-14 09:13:00,165634.0,0,0,0,0,0,low,0,no major risk indicator
557489,12490.0,2011-06-20 14:58:00,France,484.06,211,20,20,0,14,0,0,541.793,233.69165601278962,10,2011-05-09 09:47:00,60791.0,0,0,0,0,0,low,0,no major risk indicator
561029,12490.0,2011-07-24 11:25:00,France,412.93,236,24,24,0,11,0,0,541.793,233.69165601278962,10,2011-06-20 14:58:00,48747.0,0,0,0,0,0,low,0,no major risk indicator
564912,12490.0,2011-08-31 12:33:00,France,424.06,201,19,19,0,12,0,0,541.793,233.69165601278962,10,2011-07-24 11:25:00,54788.0,0,0,0,0,0,low,0,no major risk indicator
565854,12490.0,2011-09-07 13:22:00,France,1035.82,650,42,42,0,13,0,0,541.793,233.69165601278962,10,2011-08-31 12:33:00,10129.0,0,0,0,0,0,low,0,no major risk indicator
574068,12490.0,2011-11-02 14:51:00,France,633.44,291,22,22,0,14,0,0,541.793,233.69165601278962,10,2011-09-07 13:22:00,80729.0,0,0,0,0,0,low,0,no major risk indicator
576222,12490.0,2011-11-14 13:02:00,France,411.72,322,19,19,0,13,0,0,541.793,233.69165601278962,10,2011-11-02 14:51:00,17171.0,0,0,0,0,0,low,0,no major risk indicator
577856,12490.0,2011-11-22 11:19:00,France,357.88,186,13,13,0,11,0,0,541.793,233.69165601278962,10,2011-11-14 13:02:00,11417.0,0,0,0,0,0,low,0,no major risk indicator
580536,12490.0,2011-12-04 16:07:00,France,462.3,255,26,26,0,16,0,0,541.793,233.69165601278962,10,2011-11-22 11:19:00,17568.0,0,0,0,0,0,low,0,no major risk indicator
573868,12491.0,2011-11-01 12:18:00,France,460.40000000000003,260,25,26,0,12,0,0,460.40000000000003,0.0,1,,999999.0,0,0,0,0,0,low,0,no major risk indicator
564666,12492.0,2011-08-26 14:51:00,Germany,126.39000000000001,69,9,9,0,14,0,0,131.60500000000002,7.375123727775666,2,,999999.0,0,0,0,0,0,low,0,no major risk indicator
570189,12492.0,2011-10-07 15:15:00,Germany,136.82,123,11,11,0,15,0,0,131.60500000000002,7.375123727775666,2,2011-08-26 14:51:00,60504.0,0,0,0,0,0,low,0,no major risk indicator
554826,12493.0,2011-05-26 14:53:00,France,232.5,88,12,12,0,14,0,0,150.23,116.47731839289571,3,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C555100,12493.0,2011-05-31 13:45:00,France,16.95,1,1,1,1,13,0,0,150.23,116.47731839289571,3,2011-05-26 14:53:00,7132.0,0,0,0,0,0,low,0,no major risk indicator
558124,12493.0,2011-06-27 10:17:00,France,201.24,119,10,10,0,10,0,0,150.23,116.47731839289571,3,2011-05-31 13:45:00,38672.0,0,0,0,0,0,low,0,no major risk indicator
537967,12494.0,2010-12-09 11:31:00,France,57.6,9,3,3,0,11,0,0,104.06538461538463,124.98616874247757,13,,999999.0,0,0,0,0,0,low,0,no major risk indicator
C539104,12494.0,2010-12-16 10:38:00,France,4.949999999999999,3,1,1,1,10,0,0,104.06538461538463,124.98616874247757,13,2010-12-09 11:31:00,10027.0,0,0,0,0,0,low,0,no major risk indicator
539113,12494.0,2010-12-16 11:24:00,France,4.949999999999999,3,1,1,0,11,0,0,104.06538461538463,124.98616874247757,13,2010-12-16 10:38:00,46.0,0,0,0,0,0,low,0,no major risk indicator
C539114,12494.0,2010-12-16 11:24:00,France,8.850000000000001,3,1,1,1,11,0,0,104.06538461538463,124.98616874247757,13,2010-12-16 11:24:00,0.0,0,0,1,0,25,medium,0,rapid repeat transaction
C540151,12494.0,2011-01-05 11:13:00,France,10.95,1,1,1,1,11,0,0,104.06538461538463,124.98616874247757,13,2010-12-16 11:24:00,28789.0,0,0,0,0,0,low,0,no major risk indicator
544200,12494.0,2011-02-17 10:08:00,France,250.0,116,16,16,0,10,0,0,104.06538461538463,124.98616874247757,13,2011-01-05 11:13:00,61855.0,0,0,0,0,0,low,0,no major risk indicator
C544609,12494.0,2011-02-22 10:03:00,France,6.300000000000001,3,1,1,1,10,0,0,104.06538461538463,124.98616874247757,13,2011-02-17 10:08:00,7195.0,0,0,0,0,0,low,0,no major risk indicator
554940,12494.0,2011-05-27 13:49:00,France,403.09000000000003,157,21,21,0,13,0,0,104.06538461538463,124.98616874247757,13,2011-02-22 10:03:00,135586.0,0,0,0,0,0,low,0,no major risk indicator
558699,12494.0,2011-07-01 12:17:00,France,153.22,79,10,10,0,12,0,0,104.06538461538463,124.98616874247757,13,2011-05-27 13:49:00,50308.0,0,0,0,0,0,low,0,no major risk indicator
